rental_rate,film_id,length,rental_duration,title,rating,replacement_cost
0,321283,74,0,Flogsta Heaven,0.028198,0.03
6,356218,106,6,Girls Lost,1.423612,1.42
5,347106,82,5,Best Wishes from Missangertrask,0.130267,0.13
5,335683,106,5,Miraklet i Viskan,0.079065,0.08
5,363607,70,5,LasseMajas detektivbyrå - Stella Nostra,1.193855,1.19
0,389115,61,0,6A,0.032397,0.03
8,377290,115,8,A Serious Game,1.052459,1.05
5,381277,80,5,The Yard,1.287216,1.29
7.6,268618,125,7.6,Life in a Fishbowl,1.658231,1.66
5,341491,110,5,Tears of Stone,0.07586,0.08
7,341490,122,7,As in Heaven,0.035294,0.04
0,91041,0,0,High Tide,1.10E-05,0
7.5,250974,53,7.5,I'm the One You Want,0.1906,0.19
6,280583,102,6,Violent,0.056694,0.06
6,69471,92,6,Lecture 21,0.750919,0.75
8.5,39301,118,8.5,Someone to Run With,0.289787,0.29
6.3,107775,104,6.3,The Orheim Company,1.03949,1.04
7.8,17575,98,7.8,Only Clouds Move the Stars,0.27034,0.27
5,198783,92,5,Hagbard and Signe,0.552539,0.55
6.5,55154,86,6.5,Den siste Fleksnes,0.373596,0.37
5,33340,97,5,The Angel,0.06017,0.06
5.5,64116,83,5.5,Falling Sky,0.225225,0.23
3.9,388468,90,3.9,Grand Hotel,1.930659,1.93
6,87654,89,6,Death Is a Caress,0.073742,0.07
6,336885,75,6,Returning Home,0.181902,0.18
6.5,373757,108,6.5,Beyond Sleep,0.407649,0.41
7,285165,114,7,Beatles,0.435339,0.44
8.2,348675,110,8.2,The Day Will Come,2.18891,2.19
7.7,11392,100,7.7,The Olsen Gang Sees Red,1.799557,1.8
8,57911,101,8,Harry and the Butler,0.263102,0.26
0,342695,114,0,Cannibal Fog,0.029662,0.03
7.3,16039,103,7.3,Zappa,1.514292,1.51
6.4,20661,107,6.4,Twist and Shout,1.491174,1.49
4,335582,90,4,A God Without a Universe,0.159817,0.16
7.3,11390,96,7.3,The Olsen Gang in Jutland,0.730663,0.73
7.4,76312,98,7.4,Me and Charly,0.720125,0.72
5.5,155714,143,5.5,Barbara,0.15112,0.15
7.3,146184,97,7.3,Bye Bye Blue Bird,0.383597,0.38
6,80362,90,6,Savage,0.371581,0.37
6.8,324284,93,6.8,Lamb,1.252328,1.25
6.3,391617,92,6.3,Kóblic,0.93037,0.93
6.6,37433,50,6.6,Neo Tokyo,3.143612,3.14
5.6,47408,134,5.6,Rampo Noir,1.125509,1.13
6.3,14233,97,6.3,Film Noir,0.752001,0.75
5.4,48417,113,5.4,The Stool Pigeon,1.123992,1.12
0,397914,105,0,KISS: Rocks Vegas,0.178388,0.18
6.8,347031,97,6.8,Swiss Army Man,9.196678,9.2
5.5,367416,0,5.5,The von Trapp Family: A Life of Music,0.616745,0.62
7.6,378348,126,7.6,A Violent Prosecutor,1.398756,1.4
5.7,40534,76,5.7,Jonas Brothers: The Concert Experience,1.191561,1.19
5.9,102961,100,5.9,Seven,0.621895,0.62
5.7,339148,78,5.7,Already Tomorrow in Hong Kong,2.326132,2.33
7.5,222220,103,7.5,Shooting Stars,0.6948,0.69
4,57992,118,4,The Red Siren,1.024265,1.02
5,66897,0,5,Les deux timides,0.267114,0.27
5,139251,86,5,I Married Who?,1.931262,1.93
5.6,391778,130,5.6,Azhar,0.71192,0.71
6.1,4546,119,6.1,The Count of Monte-Cristo,4.946081,4.95
5.6,389053,109,5.6,The Do-Over,11.219246,11.22
6.8,343140,120,6.8,Office,1.618777,1.62
7.6,363103,106,7.6,Nise: The Heart of Madness,0.750462,0.75
6.2,301804,97,6.2,Before I Wake,9.449103,9.45
6.7,374458,127,6.7,Graduation,2.840429,2.84
5,26677,90,5,The Video Dead,1.381441,1.38
8.3,322745,111,8.3,Counting,0.125118,0.13
8,169448,96,8,Fifi Howls from Happiness,0.185681,0.19
5.7,335409,84,5.7,Sharkansas Women's Prison Massacre,3.812053,3.81
0,260401,98,0,Evening's Civil Twilight in Empires of Tin,0.003584,0
0,260399,61,0,Building a Broken Mousetrap,0.003563,0
6,107104,84,6,Beyond the Rising Moon,0.136234,0.14
8,391375,87,8,The Bandit Hound,0.659235,0.66
5.3,398289,97,5.3,Life on the Line,7.907173,7.91
7.3,342464,102,7.3,Jack of the Red Hearts,1.416942,1.42
6,148434,97,6,The Stranger That Kneels Beside the Shadow of a Corpse,0.148033,0.15
5.3,109456,91,5.3,Coffin Full of Dollars,0.517734,0.52
6,150226,88,6,Ballad of Django,0.365117,0.37
9,3698,98,9,"Amigo, Stay Away",0.152268,0.15
6.1,5434,97,6.1,Death Smiles on a Murderer,0.723834,0.72
1,292610,77,1,Ladies' Doctor,1.177053,1.18
4,40162,113,4,Porno Holocaust,1.390499,1.39
3.9,58419,91,3.9,2020 Texas Gladiators,0.201384,0.2
1.9,31264,92,1.9,The Blade Master,3.169575,3.17
4,171993,0,4,Deep Blood,0.081735,0.08
7.7,374173,132,7.7,Kapoor & Sons (Since 1921),1.208654,1.21
7,353989,90,7,Abzurdah,2.088404,2.09
6.8,45783,311,6.8,Anders Matthesen: Tal For Dig Selv,0.714567,0.71
6,356842,87,6,The Ones Below,4.943762,4.94
5.8,16884,112,5.8,Anders Matthesen: Anden På Coke?,0.555064,0.56
6,94067,87,6,Snake Dancer,0.073849,0.07
5.8,88518,86,5.8,Angel of Destruction,0.186027,0.19
3.2,57313,85,3.2,8213: Gacy House,1.184452,1.18
2.2,79078,87,2.2,2011-11-11,0.523321,0.52
3.9,385320,90,3.9,Zoombies,2.512293,2.51
3.4,21293,99,3.4,Gooby,1.643226,1.64
3,279588,100,3,Cool As Hell,0.129193,0.13
7.1,214676,12,7.1,Mr. Dough and the Egg Princess,1.695936,1.7
6,265982,60,6,Holidaze: The Christmas That Almost Didn't Happen,0.127949,0.13
8.3,376523,108,8.3,Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,0.216848,0.22
4.8,26521,90,4.8,Sexy Killer: You'll Die for Her,1.17307,1.17
4.1,41028,83,4.1,It's Only Money,0.149465,0.15
4,135652,93,4,Christmas in Compton,0.925835,0.93
5.9,93041,91,5.9,Daughter of Darkness,0.21049,0.21
5.3,180886,81,5.3,Spooky Town,1.495305,1.5
2.4,72754,67,2.4,Decadent Evil,0.318244,0.32
7.3,346384,89,7.3,Chicken,0.945876,0.95
3.1,18932,92,3.1,Knock Knock,1.169505,1.17
5.8,45780,82,5.8,I Am Slave,0.662742,0.66
5,41149,145,5,A Performance of Macbeth,0.398025,0.4
5.5,25787,74,5.5,One Girl's Confession,0.41406,0.41
5,280178,0,5,Freedom,0.003013,0
0,269306,0,0,Last Pair Out,0.015284,0.02
8,109380,100,8,…And the Fifth Horseman Is Fear,0.147002,0.15
4.3,103941,103,4.3,Embajadores en el infierno,0.223112,0.22
4,361146,87,4,Point Zero,0.074965,0.07
4.5,29798,80,4.5,Dead Man's Hand,0.081074,0.08
5,298228,71,5,Peter Rottentail,0.040075,0.04
5.8,308531,112,5.8,Teenage Mutant Ninja Turtles: Out of the Shadows,13.047776,13.05
5.6,32790,89,5.6,The Good Witch,6.93335,6.93
3.6,30641,86,3.6,Grizzly Rage,0.901783,0.9
4.5,257345,92,4.5,The Darkness,12.187189,12.19
6.3,256771,76,6.3,The Pool,0.551927,0.55
6.2,34598,86,6.2,Fast Getaway,0.953081,0.95
6.3,41962,127,6.3,A Taxing Woman's Return,0.301339,0.3
4.5,110283,123,4.5,Minbo: the Gentle Art of Japanese Extortion,0.001586,0
7,83183,114,7,Tales of a Golden Geisha,0.013328,0.01
7.3,139176,70,7.3,Camille,0.214792,0.21
7.4,318121,93,7.4,The Fundamentals of Caring,6.138199,6.14
6.7,293413,180,6.7,Inside Men,3.527119,3.53
6.3,397403,71,6.3,Brexit: The Movie,0.203742,0.2
5.1,24793,90,5.1,A Knight in Camelot,9.062226,9.06
6.1,40258,82,6.1,Baby Blood,0.252805,0.25
7,105184,89,7,Trance,1.358396,1.36
6.4,60163,145,6.4,Beck,1.098231,1.1
7,40863,94,7,Jackie Chan: My Stunts,2.935717,2.94
6.1,379220,102,6.1,No Filter,2.00768,2.01
4.3,258771,109,4.3,The Gambler,0.128131,0.13
6.1,322506,90,6.1,Elstree 1976,0.667803,0.67
4,221343,85,4,Locked In,1.083781,1.08
6,121245,87,6,"Bumblefuck, USA",0.042353,0.04
6,81120,94,6,Love on the Dole,0.31582,0.32
5,362247,80,5,After Eden,0.148733,0.15
6.6,341012,86,6.6,Popstar: Never Stop Never Stopping,5.28542,5.29
8,198652,101,8,Loot,1.015563,1.02
3.4,37237,101,3.4,Bullet to Beijing,2.254598,2.25
7.6,324314,90,7.6,Tab Hunter Confidential,0.864349,0.86
5.6,298459,111,5.6,Next Time I'll Aim for the Heart,8.323292,8.32
5.6,114030,116,5.6,All About Our House,0.198484,0.2
6.2,398854,90,6.2,A Midsummer Night's Dream,0.338376,0.34
5.1,356366,83,5.1,Guns for Hire,0.899071,0.9
5.5,377158,104,5.5,United States of Love,0.612563,0.61
7,350904,85,7,Lost and Beautiful,0.543012,0.54
5.8,330294,105,5.8,Marguerite & Julien,2.184684,2.18
0,364831,82,0,Art of the Prank,0.06713,0.07
7.3,291863,110,7.3,Future Shock! The Story of 2000AD,0.353387,0.35
0,398830,125,0,La muerte de Jaime Roldós,0.011224,0.01
3.7,309879,98,3.7,Dark Signal,1.725255,1.73
10,400791,51,10,Old Fashioned: The Story of the Wisconsin Supper Club,0.057691,0.06
4.4,107315,0,4.4,Below Zero,0.814039,0.81
6.6,91950,97,6.6,Flamenco Flamenco,0.428917,0.43
5,169782,95,5,The Making of a Lady,0.675532,0.68
7,98927,101,7,Mad Love,0.58424,0.58
6.2,33108,20,6.2,The Bremen Town Musicians,2.02395,2.02
4.5,353433,89,4.5,Urge,6.094066,6.09
8.8,192040,550,8.8,Planet Earth,4.501137,4.5
8.5,220903,500,8.5,Life,3.267728,3.27
0,384130,180,0,Monkey Planet,0.014965,0.01
7,370260,75,7,Dylan Moran: Off The Hook,0.126416,0.13
0,280004,135,0,The Great Waltz,0.421882,0.42
6.6,347123,132,6.6,All the Way,7.631206,7.63
4.7,121572,76,4.7,Toad Road,0.608397,0.61
3.2,43608,86,3.2,The Night Holds Terror,0.127079,0.13
6.6,29477,83,6.6,Highway 301,0.516846,0.52
8.4,400608,60,8.4,Bo Burnham: Make Happy,2.127336,2.13
5,356329,72,5,Troublemakers: The Story of Land Art,0.061179,0.06
6.8,58522,108,6.8,Boris - Il film,2.906503,2.91
7,259693,134,7,The Conjuring 2,14.767317,14.77
4,248741,70,4,Alexander Hamilton,0.130785,0.13
2,55608,80,2,Captive,0.199632,0.2
3,30656,98,3,Circuitry Man II: Plughead Rewired,0.521923,0.52
6,89587,107,6,Eyes of Crystal,0.887408,0.89
0,312623,61,0,Living on Love,0.005656,0.01
0,326255,84,0,Meet the Hitlers,0.06394,0.06
0,400948,45,0,UFOs: The Best Evidence Ever Caught on Tape,0.002911,0
6.8,377823,109,6.8,The Final Master,1.495574,1.5
7.7,376261,96,7.7,Weiner,2.990039,2.99
4.9,109088,97,4.9,The Shaolin Avengers,1.181126,1.18
5.9,66756,100,5.9,Shaolin Prince,0.482788,0.48
4.6,205891,92,4.6,The Demented,2.092272,2.09
6.8,364902,105,6.8,The Dresser,4.396196,4.4
6,218351,76,6,The Girl Said No,0.468959,0.47
6,241374,76,6,The Lady of Scandal,0.055608,0.06
5,134475,74,5,The Red Mill,0.635909,0.64
5.6,65192,96,5.6,The Savage Five,0.802808,0.8
0,122331,111,0,When a Man Loves,0.566853,0.57
6,375356,95,6,Next Year If All Goes Well,0.108121,0.11
6.8,391757,101,6.8,Never Back Down: No Surrender,7.152451,7.15
5.1,328429,90,5.1,Approaching the Unknown,4.957424,4.96
6.3,30665,109,6.3,Tap Roots,0.574034,0.57
7.3,245913,107,7.3,Pelé: Birth of a Legend,6.979073,6.98
5.9,82819,104,5.9,The Captive Heart,0.75857,0.76
5.3,75198,0,5.3,Bienvenue à bord,4.826919,4.83
7.1,51334,0,7.1,Beş Şehir,1.016026,1.02
7.3,94659,105,7.3,Brothers and Sisters of the Toda Family,0.175833,0.18
6,117472,89,6,Dragnet Girl,0.164041,0.16
5,117767,87,5,Eroica,0.071783,0.07
4.7,44688,141,4.7,Day One,0.156843,0.16
5.4,132133,89,5.4,Man on the Tracks,0.31388,0.31
1,105136,124,1,Dead Run,0.105848,0.11
6.8,329750,90,6.8,(Dis)Honesty: The Truth About Lies,1.226256,1.23
3.9,395883,100,3.9,Andron,3.261584,3.26
4.4,84228,92,4.4,Julia X,2.22594,2.23
5.7,270650,90,5.7,Oy Vey! My Son Is Gay!,0.764982,0.76
7.2,366564,90,7.2,Comment c'est Loin,4.72778,4.73
7.1,356332,86,7.1,The Witness,1.392919,1.39
5,157515,111,5,Seven Journeys,0.372662,0.37
5,103578,85,5,Prey,0.952106,0.95
0,230471,98,0,Colossus of the Arena,0.11984,0.12
5.5,150912,92,5.5,Goliath and the Sins of Babylon,0.068376,0.07
0,281238,111,0,Master Stroke,0.23707,0.24
0,145244,92,0,Seven Times Seven,1.133019,1.13
6.5,87335,98,6.5,The Weekend Murders,0.526944,0.53
0,205557,,0,"Stanza 17-17 palazzo delle tasse, ufficio imposte",0.329994,0.33
5.3,61581,98,5.3,California,0.035314,0.04
5.6,389427,96,5.6,Hard Sell,1.637665,1.64
0,144341,98,0,"Stranger, Say Your Prayers!",0.119682,0.12
0,147575,96,0,The Four Who Came to Kill Sartana,0.012279,0.01
4.8,150224,85,4.8,Savage Guns,0.546304,0.55
5.3,43074,116,5.3,Ghostbusters,17.162744,17.16
5.5,52947,98,5.5,Kung Fu Mahjong,0.434269,0.43
5.6,339739,86,5.6,Henry Gamble's Birthday Party,2.169304,2.17
4.9,61294,100,4.9,You and I,1.393826,1.39
5.8,30942,110,5.8,Fatal Contact,1.295367,1.3
3.5,32003,82,3.5,The Caretaker,0.157168,0.16
4.1,353610,90,4.1,The Condemned 2,2.645672,2.65
0,350566,89,0,Car Trouble,1.00E-06,0
10,206657,84,10,Truckfighters,0.066072,0.07
6.3,287703,119,6.3,Café. Waiting. Love,1.273364,1.27
8.8,284152,114,8.8,Confession,0.455081,0.46
6.1,25625,90,6.1,Multiple Maniacs,1.33737,1.34
4.4,168098,98,4.4,Cell,10.752519,10.75
5.2,356334,114,5.2,Gridlocked,3.195629,3.2
4.2,28529,93,4.2,Sorceress,1.523521,1.52
8,300210,270,8,Route 181: Fragments of a Journey in Palestine-Israel,0.040498,0.04
7,112767,94,7,Shadow Run,0.481484,0.48
0,131172,96,0,Nasty Habits,0.411814,0.41
3.9,377150,107,3.9,A Dragon Arrives!,0.753249,0.75
4.8,244839,60,4.8,Into Pitch Black,4.013649,4.01
5.7,216521,91,5.7,Doomsdays,0.165532,0.17
4.9,170898,102,4.9,Sonja and the Bull,0.58904,0.59
7,25079,103,7,Junkers Come Here,0.307422,0.31
5.8,80699,80,5.8,Miss Julie,0.266035,0.27
8.5,130638,95,8.5,Hitler - Never Heard of Him,0.113331,0.11
5.8,363889,90,5.8,The Funhouse Massacre,2.013548,2.01
4.8,355598,87,4.8,Girl in Woods,1.365827,1.37
6.1,323372,76,6.1,The Corpse of Anna Fritz,7.043286,7.04
5.5,370687,93,5.5,Mythica: The Necromancer,5.82463,5.82
4.9,373476,90,4.9,Complete Unknown,4.062516,4.06
7.7,300761,105,7.7,Kobe Bryant's Muse,0.505821,0.51
5.8,41312,98,5.8,Angels One Five,0.82721,0.83
7.6,258755,96,7.6,Hidden Away,2.036082,2.04
4.3,28775,78,4.3,The Neanderthal Man,1.717127,1.72
6.3,217057,77,6.3,The Hero of Color City,1.066926,1.07
4.3,327040,98,4.3,Bang Gang (A Modern Love Story),2.793311,2.79
6.5,34202,163,6.5,Intruders,0.799816,0.8
5,401895,80,5,Brigada criminal,0.036471,0.04
4.1,397003,91,4.1,The Asian Connection,1.908592,1.91
5.7,138705,97,5.7,Vares: Gambling Chip,0.592993,0.59
6.1,150208,91,6.1,Vares: Tango of Darkness,0.588539,0.59
5.3,61123,95,5.3,Vares - The Girls of April,0.676424,0.68
5.7,80256,0,5.7,Garter Snake,0.890978,0.89
5.4,41454,100,5.4,Oldboys,0.304117,0.3
8,381080,99,8,The Art of Organized Noize,0.761993,0.76
6.9,297721,135,6.9,Gangnam Blues,2.368227,2.37
4.9,359790,90,4.9,Blackway,4.710562,4.71
5.7,51806,178,5.7,To Catch a Killer,0.612263,0.61
4.1,343724,100,4.1,Identicals,1.090345,1.09
6.5,392961,80,6.5,Adam Green's Aladdin,0.591214,0.59
4.2,35429,90,4.2,The Hive,0.81938,0.82
4.3,73307,70,4.3,No Man's Woman,0.447586,0.45
7.3,380225,116,7.3,Like Crazy,5.516986,5.52
5.1,229154,99,5.1,Styria,1.819556,1.82
7.5,226437,107,7.5,Life Feels Good,1.591464,1.59
6.8,258322,110,6.8,Fasten Your Seatbelts,2.973264,2.97
7.6,324181,93,7.6,The Resurrection of Jake the Snake,1.271146,1.27
3,63398,98,3,Conseil de famille,0.007319,0.01
6.5,4948,98,6.5,Womanlight,0.627959,0.63
6.6,51444,115,6.6,The Secret of Nikola Tesla,0.734659,0.73
5.3,31453,93,5.3,Double Identity,6.862603,6.86
5.2,52199,69,5.2,Invasion of the Saucer-Men,0.360866,0.36
5.5,30667,80,5.5,Future Kick,1.340467,1.34
5.8,133563,82,5.8,Killers on Parade,0.385757,0.39
5,213373,164,5,What Now? Remind Me,0.354658,0.35
0,169357,153,0,The Bengali Night,0.413448,0.41
6.9,206789,118,6.9,The Kingdom of Diamonds,0.452808,0.45
6.6,345735,90,6.6,Robbery,1.005211,1.01
6.6,397517,88,6.6,Be Somebody,2.675291,2.68
6.9,185738,90,6.9,Stockholm,1.572629,1.57
6.4,168814,104,6.4,Will You Still Love Me Tomorrow?,0.487394,0.49
8.2,266279,58,8.2,Night World,1.131643,1.13
6,40946,0,6,Fixing Frank,0.073037,0.07
5.8,55424,90,5.8,Essaye-moi,1.272188,1.27
6,175331,90,6,Fratricide,0.483721,0.48
6.2,302699,107,6.2,Central Intelligence,11.374041,11.37
5.6,72152,164,5.6,Aarakshan,0.402087,0.4
8,94798,150,8,Abhijan,0.505604,0.51
4.8,139582,145,4.8,Chakravyuh,0.156595,0.16
7,14751,117,7,Dasvidaniya,0.767683,0.77
4,53284,146,4,Do Dooni Chaar,0.151141,0.15
5.4,63006,130,5.4,Dum Maaro Dum,0.277393,0.28
4,379275,97,4,The Three Men of Melita Zganjer,0.089083,0.09
0,305309,92,0,Redemption Trail,0.0633,0.06
8.5,377462,463,8.5,O.J.: Made in America,3.545259,3.55
5.4,399747,86,5.4,"Mother, May I Sleep with Danger?",2.529563,2.53
5.3,89662,67,5.3,Curse of the Faceless Man,0.259001,0.26
3.3,216546,90,3.3,Ragin Cajun Redneck Gators,1.847925,1.85
4.4,86971,84,4.4,Miami Magma,0.55172,0.55
7.4,398535,149,7.4,Udta Punjab,4.195845,4.2
4.8,202244,81,4.8,Unaware,0.18805,0.19
0,68078,52,0,Broadway to Cheyenne,0.001402,0
5,266541,67,5,Parole Girl,0.076547,0.08
7.9,50125,95,7.9,AC/DC- Let There Be Rock,0.15164,0.15
7.3,400174,383,7.3,Roots,1.541295,1.54
5.9,324421,137,5.9,We are Twisted Fucking Sister!,0.859521,0.86
7.5,34216,118,7.5,The Drummer,0.16932,0.17
5.8,39048,74,5.8,The Locked Door,0.263857,0.26
5.9,57880,102,5.9,I Love Hong Kong,0.726513,0.73
5.4,115893,11,5.4,"The Life and Death of 9413, a Hollywood Extra",0.209191,0.21
5,101024,100,5,I Love Hong Kong 2012,0.486025,0.49
7.4,66834,9,7.4,Clock Cleaners,0.649579,0.65
7.5,67572,9,7.5,The Band Concert,1.108439,1.11
4.6,210910,80,4.6,Almost Human,2.642117,2.64
7.4,30948,102,7.4,Bloodmoon,0.514095,0.51
4.4,24921,94,4.4,Rise of the Gargoyles,2.410279,2.41
8,94811,85,8,Devil Dogs of the Air,0.076001,0.08
4,376263,125,4,How to Let Go of the World and Love All the Things Climate Can't Change,0.105145,0.11
4.8,35891,92,4.8,Mansquito,1.801287,1.8
6.6,95700,105,6.6,Sicario,0.522592,0.52
7,376237,78,7,Suited,0.152323,0.15
0,175171,79,0,Swing Fever,0.003318,0
6,178927,80,6,The Millionaire,1.170284,1.17
0,103668,0,0,"The Strange History of Don't Ask, Don't Tell",0.053351,0.05
0,285953,70,0,The Time of Your Life,0.05165,0.05
5.3,84831,91,5.3,Trenchcoat,0.122817,0.12
6,334670,85,6,Gayby Baby,0.527187,0.53
0,335430,86,0,Makeup Room,0.05488,0.05
6.1,57458,17,6.1,A Letter to Uncle Boonmee,0.254099,0.25
6.5,267192,104,6.5,Genius,11.451354,11.45
5.8,110490,0,5.8,Rags,4.340559,4.34
0,278935,,0,Barrela: Escola de Crimes,0.008848,0.01
6.4,183855,80,6.4,The Asphalt Kiss,0.432939,0.43
6.6,48502,95,6.6,El Estudiante,0.318437,0.32
6,199883,108,6,Besame Mucho,0.068562,0.07
0,146905,100,0,Golden Mouth,0.103347,0.1
0,50489,96,0,Mais Uma Vez Amor,0.003449,0
4.5,377210,103,4.5,Fantastic Lies,0.111868,0.11
6.1,70461,119,6.1,IP5: The Island of Pachyderms,0.000578,0
7.8,355786,123,7.8,Thithi,0.306059,0.31
6.8,68309,101,6.8,The Wooden Horse,0.561225,0.56
5.5,267977,60,5.5,Beautiful Mystery,0.190491,0.19
4,401442,0,4,Internet Famous,2.836788,2.84
5,400605,96,5,Dead Rising: Endgame,3.182636,3.18
5.8,46548,89,5.8,Header,0.153376,0.15
5.9,70859,300,5.9,Wild Palms,0.8721,0.87
5.6,76474,86,5.6,Doc Martin,1.407014,1.41
6.8,377213,136,6.8,Te3n,1.434237,1.43
5.9,324668,123,5.9,Jason Bourne,19.133256,19.13
4.8,278348,98,4.8,The Maid's Room,0.8185,0.82
6,289207,91,6,Catastrophe,0.049321,0.05
4.9,192097,137,4.9,Ghanchakkar,1.102538,1.1
2.7,53283,120,2.7,Khichdi: The Movie,0.129796,0.13
6.6,35687,108,6.6,"LSD: Love, Sex aur Dhokha",0.367068,0.37
2.3,54142,128,2.3,Mirch,0.370744,0.37
5.7,126318,110,5.7,Miss Lovely,0.26877,0.27
7.1,15975,0,7.1,Oye Lucky! Lucky Oye!,0.698654,0.7
6.2,56897,108,6.2,Phas Gaye Re Obama,1.047111,1.05
6.6,172817,142,6.6,Saheb Biwi Aur Gangster Returns,1.021034,1.02
5.8,323426,135,5.8,Shamitabh,1.244056,1.24
6.7,68256,96,6.7,Stanley Ka Dabba,0.31392,0.31
5.3,85043,0,5.3,Tere Naal Love Ho Gaya,0.841267,0.84
0,202984,,0,When the Dragon Swallowed the Sun,0.301689,0.3
7.3,324820,111,7.3,The Snake Brothers,0.750401,0.75
6.5,337965,80,6.5,The Great Alone,0.097444,0.1
7.1,360606,105,7.1,Adventures in Babysitting,15.370164,15.37
6,92691,75,6,Without Memory,0.081467,0.08
5.5,98106,90,5.5,Spasms,0.153038,0.15
6.3,71503,93,6.3,Cries in the Night,1.143779,1.14
4.9,61689,95,4.9,Thirst,4.510859,4.51
3.7,79192,86,3.7,Apache Vengeance,0.000578,0
0,238124,92,0,The Plainsman,0.881416,0.88
0,197864,90,0,Hail! Mafia,0.648327,0.65
6.8,253337,87,6.8,The Winding Stream,0.59739,0.6
4.2,384450,89,4.2,Dead 7,1.989203,1.99
7,263945,0,7,Curious George: A Very Monkey Christmas,0.361954,0.36
0,40741,88,0,The Trail of Blood,0.002671,0
6.6,90351,93,6.6,Sympathy for the Underdog,0.03078,0.03
6.5,10458,94,6.5,Soundless,1.423762,1.42
5.3,60971,87,5.3,Underworld Beauty,0.683192,0.68
6.3,390592,96,6.3,Adult Life Skills,2.10184,2.1
0,274266,82,0,Time Again,0.009883,0.01
4.8,131737,109,4.8,St George's Day,3.817408,3.82
4.9,30787,90,4.9,Horror Hospital,13.316509,13.32
4.5,51066,60,4.5,Dope Mania,0.105882,0.11
7.1,14685,92,7.1,Swallows and Amazons,0.884828,0.88
6.4,312113,95,6.4,Black November,2.107069,2.11
7.3,355254,108,7.3,De Palma,2.120782,2.12
7.1,393562,127,7.1,Raman Raghav 2.0,1.668794,1.67
5.7,352179,110,5.7,Septembers of Shiraz,2.097326,2.1
6.7,392553,79,6.7,Minimalism: A Documentary About the Important Things,2.425303,2.43
8,338063,82,8,Drag Becomes Him,0.069603,0.07
5.5,258489,109,5.5,The Legend of Tarzan,45.38298,45.38
6.1,316727,105,6.1,The Purge: Election Year,13.1789,13.18
5.9,316023,98,5.9,Mike and Dave Need Wedding Dates,12.237571,12.24
5.6,278154,100,5.6,Ice Age: Collision Course,20.151037,20.15
6.3,345911,81,6.3,Lights Out,11.494907,11.49
6.2,294272,102,6.2,Pete's Dragon,12.189941,12.19
5.9,388191,0,5.9,Mythica: The Iron Crown,2.504161,2.5
7.5,328716,125,7.5,Detective K: Secret of the Lost Island,1.231733,1.23
6,367053,88,6,Friends and Romans,0.002001,0
5.5,333386,110,5.5,The Duel,5.927867,5.93
4.5,254575,89,4.5,Memory Run,0.482713,0.48
4.5,243752,89,4.5,No Stranger Than Love,3.79384,3.79
6.5,367197,74,6.5,Boom Bust Boom,0.306991,0.31
10,177869,90,10,Survive and Advance,0.08118,0.08
5.7,369776,94,5.7,Les Tuche 2: Le rêve américain,4.322081,4.32
5.7,40451,86,5.7,The Mutilator,1.159509,1.16
5.3,89904,0,5.3,The Demolitionist,0.425629,0.43
5.8,55035,120,5.8,The Hatter's Ghost,0.582222,0.58
5.7,12529,97,5.7,Boot Hill,6.074748,6.07
6.2,9031,95,6.2,I'm for the Hippopotamus,5.079099,5.08
0,259634,90,0,Big Man - A Policy for Hell,0.029635,0.03
0,46572,91,0,Big Man - An Unusual Insurance,0.062275,0.06
6.7,315439,125,6.7,The Throne,1.122048,1.12
4,302161,82,4,A Field Full of Secrets,0.074358,0.07
6.8,340611,110,6.8,Indignation,4.971211,4.97
5.3,337874,102,5.3,Goat,2.523707,2.52
4.9,267852,99,4.9,Black Mountain Side,1.732237,1.73
5.6,53010,87,5.6,La Chance de ma vie,4.105063,4.11
6.7,214209,107,6.7,Hide and Seek,2.973011,2.97
6.8,353571,111,6.8,Tallulah,4.957457,4.96
5.6,369228,0,5.6,Dobbiamo parlare,0.886695,0.89
6.6,367999,103,6.6,The Last Will Be the Last,2.363169,2.36
5.7,356758,108,5.7,First Light,0.953019,0.95
1,371942,,1,Le nozze di Laura,0.128341,0.13
7.8,359156,100,7.8,Don't Be Bad,4.149051,4.15
5,359152,,5,Storie sospese,0.524942,0.52
5.5,343173,87,5.5,The ReZort,4.399489,4.4
5.6,390512,88,5.6,The Phenom,1.166841,1.17
5.6,27123,98,5.6,The Trench,5.738152,5.74
7.9,332741,92,7.9,Palio,0.504591,0.5
5.9,359412,107,5.9,Marauders,6.389818,6.39
7,319352,52,7,The Birth of the Tramp,0.769287,0.77
7.8,317214,108,7.8,From A to B,0.769127,0.77
5.4,33201,90,5.4,Jeremiah,1.24097,1.24
0,340937,86,0,The Father's Love,0.07104,0.07
8.3,309882,115,8.3,Patterns of Evidence: The Exodus,0.261811,0.26
6.3,58430,180,6.3,Solomon,1.631905,1.63
6.6,230722,110,6.6,Steel Cold Winter,0.725267,0.73
5.6,369032,81,5.6,Carnage Park,5.225689,5.23
7.1,27243,99,7.1,Dragons: A Fantasy Made Real,0.77455,0.77
6.3,346641,88,6.3,The Nightmare,2.647094,2.65
6.6,324794,97,6.6,The Blue Hour,0.454353,0.45
5.3,372411,91,5.3,Absolutely Fabulous: The Movie,6.395748,6.4
4.1,53335,89,4.1,Candy Stripers,0.91894,0.92
